Category,Address,Municipality,Price,Tenant,Land Use,Land Area,Sub Type,Event Date,Vendor,Vendor Signing Officer,Vendor Address,Purchaser,Purchaser Signing Officer,Purchaser Address,Mortgage Type 1,Primary Lender 1,Secondary Lender 1,Tertiary Lender 1,Interest Rate 1,Principal Amount 1,Calculation Period 1,Payment Frequency 1,Payment Amount 1,Commencement Date 1,Maturity Date 1,Instrument Date 1,See Remarks 1,Mortgage Type 2,Primary Lender 2,Secondary Lender 2,Tertiary Lender 2,Interest Rate 2,Principal Amount 2,Calculation Period 2,Payment Frequency 2,Payment Amount 2,Commencement Date 2,Maturity Date 2,Instrument Date 2,See Remarks 2,Mortgage Type 3,Primary Lender 3,Secondary Lender 3,Tertiary Lender 3,Interest Rate 3,Principal Amount 3,Calculation Period 3,Payment Frequency 3,Payment Amount 3,Commencement Date 3,Maturity Date 3,Instrument Date 3,See Remarks 3,Mortgage Type 4,Primary Lender 4,Secondary Lender 4,Tertiary Lender 4,Interest Rate 4,Principal Amount 4,Calculation Period 4,Payment Frequency 4,Payment Amount 4,Commencement Date 4,Maturity Date 4,Instrument Date 4,See Remarks 4
ICILand,Washington Avenue,Old Toronto,"$4,174,000.00 ",,Institutional,0.124 acres,,3/19/2019,City of Toronto,"Catherine Bready Grover Thomas, ASO","Catherine Bready Grover Thomas, ASO",The Governing Council of The University of Toronto  - User,"Scott Mabury, Vice-President, Operations and Real Estate Partnerships","Simcoe Hall, 27 King's College Circle, Toronto, ON, M5A 1A1, Attention: Scott Mabury, Vice-President, Operations and Real Estate Partnerships",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1601 Lakeshore Road West,Mississauga,"$2,200,000.00 ",,Commercial,0.157 acres,,3/19/2019,Vandyk-The Craftsman Limited,"Richard Ma, ASO","1944 Fowler Drive, Mississauga, Ontario, L4K 0A1",2233651 Ontario Limited  - Private Investor - Canadian,"Mohamed Usama Suliman, ASO","939 Silverthorn Mill Avenue, Mississauga, Ontario, L5W 0G1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"Finch Avenue East
Morningside Avenue",Scarborough,"$6,188,289.57 ",,Commercial,9.516 acres,,3/19/2019,Treasure Hill Commercial (Arsenal Heights Development (BT) Corp.),"Bruno Baldassarra, ASO", Morningside Avenue & Finch Avenue East    -   2014-08-14,2658958 Ontario Inc.  - Private Investor - Canadian,"Pirapaharan Nadescu, ASO","10 Archimedes Court, Scarborough, Ontario, M1C 0B7",Subsequent,C & K Mortgage Services Inc. (as to an undivided 34.28% interest),E. Manson Investments Limited (as to an undivided 25.0% interest),Dan Realty Limited (as to an undivided 25% interest),10.0% per annum,"$7,000,000.00 ",Monthly,Monthly,,5/1/2019,4/1/2020,3/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,12364 Second Line,Milton,"$1,585,000.00 ",,Agricultural,56.738 acres,,3/15/2019,902878 Ontario Limited,"John Heersink, ASO", 12364 Second Line    -   2018-12-19,An individual(s) acting in his/her own capacity   ,,,Subsequent,Royal Bank of Canada,,,3.49%,"$951,000.00 ",Semi-annually,Monthly,"$4,743.06 ",4/15/2019,3/15/2021,3/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Rundle Road,Clarington,"$1,875,000.00 ",,Long Term,25.360 acres,,3/14/2019,An individual(s) acting in his/her own capacity,, 531 Rundle Road    -   2019-04-30,Halminen Homes (Rundle Rd. Land Corp.)  - Private Investor - Canadian,"Hannu Halminen, ASO","290 Lake Road, Bowmanville, Ontario, L1C 4P8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"4015 Cochrane Street
Tauton Road",Whitby,"$10,882,160.00 ",,Commercial,9.915 acres,,3/13/2019,Nordik Spa-Nature (Nordik Immobiliers - Chelsea Inc.),"Daniel Gingras and Martin Paquette, Vice-President & Treasurer and President & Secretary", Cochrane Street    -   2013-06-14,Nordik Spa-Nature (Nordik Immobiliers - Whitby Inc.)  - Private Investor - Canadian,"Daniel Gingras and Martin Paquette, Vice-President & Treasurer and President & Secretary","75 Boulevard de la Technologie, Gatineau, Quebec, J9Z 3G4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1855 Leslie Street,North York,"$10,750,000.00 ",,Commercial,0.557 acres,,3/11/2019,Siga Holdings Inc.,"Peter Brown, President","Siga Holdings Inc., c/o Sherman Brown Barristers & Solicitors, 5075 Yonge Street, Suite 900, Toronto, ON, M2N 6C6",First Capital Realty (First Capital Holdings (Ontario) Corporation)  - Public Investor - Canadian,"Jordan Robins, ASO","85 Hanna Avenue, Suite 400, Toronto, Ontario, M6K 3S3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Steelwell Road,Brampton,"$3,125,000.00 ",,Industrial,1.561 acres,,3/8/2019,Anndale Properties Limited,"Melanie Holmes, ASO","28 Saranac Boulevard, Suite 1, Toronto, Ontario, M6A 2G5",2674585 Ontario Ltd.  - Private Investor - Canadian,"Jaswinder Singh Brar, ASO",,Subsequent,Roynat Inc.,,,25%,"$3,125,000.00 ",Daily,Monthly,,,,3/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"23 Brock Street West
31 Brock Street West",Uxbridge,"$3,000,000.00 ",,Infrastructure,0.482 acres,,3/8/2019,2013973 Ontario Limited,"Sam Ruscica, President","307 Willis Drive, Aurora, Ontario, L4G 7M3",The Corporation of the Township of Uxbridge  - Government,,"51 Toronto Street, Uxbridge, Ontario, L9P 1T1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,12780 Coleraine Drive,Caledon,"$2,400,000.00 ",,Commercial,0.949 acres,,3/8/2019,An individual(s) acting in his/her own capacity,, 12784 Coleraine Drive    -   2018-05-15,AIMCo (Ontari Holdings Ltd.)  - Institution,"Tony Vadacchino, ASO","c/o Blackwood Partners Ltd., 110 Yonge Street, Suite 1500, Toronto, Ontario, M5C 1T4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1124 Britannia Road,Milton,"$1,632,000.00 ",,Infrastructure,2.036 acres,,3/6/2019,An individual(s) acting in his/her own capacity,,"Paula S. Smith, ASO",The Regional Municipality of Halton  - Government,"Paula S. Smith, ASO","1151 Bronte Road Oakville, Ontario, L6M 3L1, Attention: Legal Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Fourth Line,Milton,"$6,341,568.00 ",,Institutional,5.300 acres,,3/4/2019,Ashley Oaks Homes Inc.,"Dragutin Vuckovic, President","918 Dundas Street East, Unit 500, Mississauga, Ontario, L4Y 4H9",Viamonde School Board (Conseil Scolaire Viamonde)  - Institution,"Jason Rodrigue, ASO","1, promenade Vanier, bureau 101, Welland, Ontario, L3B 1A1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"480 Ritson Road South
484 Ritson Road South
490 Ritson Road South",Oshawa,"$1,225,000.00 ",,Commercial,0.657 acres,,3/4/2019,Imperial Oil (172965 Canada Limited),"Matt Holloway and Jennifer Wyma, Portfolio Manager and Commercial Coordinator","505 Quarry Park Boulevard SE, Calgary, Alberta, T2C 5N1",2676916 Ontario Inc.  - Private Investor - Canadian,"Adeel Khan, ASO","162 Clark Avenue, Thornhill, Ontario, L3T 1T4",Subsequent,An individual(s) acting in his/her own capacity (as to an undivided 84.375% interest),Dompol Enterprises Inc. (as to an undivided 15.625% interest),,9.00%,"$800,000.00 ",,,,4/1/2019,3/1/2020,3/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,8944 Castlederg Sideroad,Caledon,"$1,950,000.00 ",,Agricultural,38.273 acres,,3/1/2019,An individual(s) acting in his/her own capacity,,"Sundip Dhaliwal, ASO",5011854 Ontario Limited  - Private Investor - Canadian,"Sundip Dhaliwal, ASO","5 Herman Crescent, Caledon, Ontario, L7E 3V9",Subsequent,Vendor Financed,,,4.0% per annum,"$975,000.00 ",,Monthly,"$3,250.00 ",4/1/2019,3/1/2021,3/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,4301 Palladium Way,Burlington,"$7,070,000.00 ",,Commercial,8.836 acres,,3/1/2019,Sundial Homes (Burl 9 Developments Limited),"Robert Yanowski, President", 4235 Palladium Way    -   2019-07-29,1866252 Ontario Limited  - Private Investor - Canadian,"Philippe St-Cyr Diotte, ASO","5123 Mount Nemo Crescent, Burlington, Ontario, L7M 0T7",Subsequent,Farm Credit Canada,,,Floating Rate,"$12,000,000.00 ",,,,,,3/1/2019,This charge is also registered towards PIN No. 07129-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,4965 Sixteenth Sideroad,King,"$4,500,000.00 ",,Agricultural,27.871 acres,,2/28/2019,An individual(s) acting in his/her own capacity,,"Wayne Kreklewich, ASO",The Centennial Group Inc.  - Private Investor - Canadian,"Wayne Kreklewich, ASO","4965 16th Sideroad, Nobleton, Ontario, L0G 1T0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1230 Lawrence Service Road North,Old Toronto,"$1,200,000.00 ",,Industrial,0.376 acres,,2/28/2019,Barcelos Investments Inc.,"Adam Batista, President", 1230 Lawrence Service Road North    -   2018-08-31,Survivor Demolition & Excavation Ltd.  - Private Investor - Canadian,"Miguel Batista, ASO","167 Playfair Avenue, Toronto, Ontario, M6B 2R6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,7100 Birchmount Road,Markham,"$22,100,000.00 ",,Recreation,5.016 acres,,2/28/2019,York Catholic District School Board,"Ab Falconi, Director of Education","320 Bloomington Road West, Aurora, Ontario, L4G 0M1",The Corporation of The City of Markham  - Government,"Jacqueline Chan, ASO","101 Town Centre Boulevard, Markham, Ontario, L3R 9W3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,10112 Fourth Line,Halton Hills,"$4,800,000.00 ",,Agricultural,80.769 acres,,2/28/2019,G.V. Properties Ltd.,"Frank Varga, ASO","41 Clarinda Drive, North York, Ontario",2646123 Ontario Ltd.  - Private Investor - Canadian,"Ming Rao, ASO","10112 Fourth Line, Halton Hills, Ontario",VTB,Vendor Financed,,,4.0% per annum,"$2,400,000.00 ",Semi-annually,Semi-annually,"$48,000.00 ",8/28/2019,2/28/2023,2/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,850 Cumberland Avenue,Burlington,"$1,700,000.00 ",,Industrial,acres,,2/26/2019,Mauro Investments Ltd.,"Anthony Mauro, President","Anthony Mauro, President",Micjordan Property Management Ltd.  - Private Investor - Canadian,"Eduino Couto, ASO","2461 Beryl Road, Oakville, Ontario, L6J 7Y3",Subsequent,The Toronto-Dominion Bank,,,5.0% per annum,"$1,000,000.00 ",Monthly,Monthly,,,,2/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,9751 McGillivray Road,Vaughan,"$7,400,000.00 ",,Industrial,6.744 acres,,2/25/2019,An individual(s) acting in his/her own capacity,,"Amardip Singh Randev, ASO",2677812 Ontario Inc.  - Private Investor - Canadian,"Amardip Singh Randev, ASO","9751 McGillivray Road, Vaughan, Ontario",Subsequent,Rathcliffe Capital Corp.,,,See Remarks,"$3,000,000.00 ",Monthly,Monthly,,4/1/2019,5/1/2020,2/25/2019,Months 1 - 12: 8.5% per annum; Months 13 & 14: 12% per annum,VTB,Vendor Financed,,,6.00%,"$3,500,000.00 ",Annually,Monthly,"$17,500 ",4/1/2019,3/1/2024,2/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,3420 Queen Street East,Brampton,"$16,500,000.00 ",,Commercial,10.546 acres,,2/25/2019,Superior Court of Justice,,"330 University Avenue, Toronto, Ontario, M5G 1R7",Bridging Finance Inc. (2657897 Ontario Inc.)  - Institution,"Natasha Sharpe, ASO","77 King Street West, Suite 2925, P.O. Box 322, Toronto, Ontario, M5K 1K7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,2091 Baseline Road,Clarington,"$1,500,000.00 ",,Agricultural,15.875 acres,,2/22/2019,An individual(s) acting in his/her own capacity,,"Frank Zwetsloot, ASO",Zwetsloot Brothers Farm Corporation  - User,"Frank Zwetsloot, ASO","2091 Baseline Road, Courtice, Ontario",VTB,Vendor Financed,,,Not Given,"$1,100,000.00 ",,Monthly,"$6,000.00 ",3/22/2019,2/22/2024,2/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,91 Cowanville Road,Clarington,"$1,500,000.00 ",,Industrial,13.587 acres,,2/20/2019,An individual(s) acting in his/her own capacity,,"Rahmatullah Khair Khoa and Hayatullah Azizullah, ASO",Star Diamond Property Management Inc.  - Private Investor - Canadian,"Rahmatullah Khair Khoa and Hayatullah Azizullah, ASO","67 Watkins Glen Crescent, Aurora, Ontario, L4G 7S6",Subsequent,Vendor Financed,,,5.00%,"$750,000.00 ",Semi-annually,Monthly,"$14,135.80 ",3/19/2019,2/19/2024,2/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,2320 Regional Road No. 23,Uxbridge,"$1,500,000.00 ",,Long Term,3.163 acres,,2/19/2019,An individual(s) acting in his/her own capacity,,"Arran Brannigan, ASO",Brannigan Holdings Inc.  - Private Investor - Canadian,"Arran Brannigan, ASO","1801-1 Yonge Street, Toronto, Ontario, M5E 1W7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"45 Anderson Boulevard
47 Anderson Boulevard",Uxbridge,"$1,765,000.00 ",,Industrial,8.864 acres,,2/15/2019,Empire Communities (Uxbridge Industrial Ltd.),"Andrew Guizzetti, ASO","125 Villarboit Crescent, Vaughan, Ontario, L4K 4K2",Empire Communities (ECMI Properties (125 Villarboit) Inc.)  - Developer,"Andrew Guizzetti, ASO","125 Villarboit Crescent, Vaughan, Ontario, L4K 4K2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"464 Queen Street West
466 Queen Street West",Old Toronto,"$10,000,000.00 ",,Office,0.111 acres,,2/14/2019,The Pearl Group (466 Queen Street West Inc.),"Jordan Pearl, President", 464-466 Queen Street West    -   2016-08-16,Allied Properties REIT (2679387 Ontario Inc.)  - Public Investor - Canadian,"Michael Emory, ASO","c/o Allied Properties, 134 Peter Street, Suite 1700, Toronto, Ontario, M5V 2H2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1940 Lawrence Avenue East,Scarborough,"$2,800,000.00 ",,Commercial,0.513 acres,,2/11/2019,Franklin Market Developments Inc.,"Lorne Greenwald, ASO","18 Lower Village Gate, Suite 506, Toronto, Ontario, M5P 2M1",Golden City Development Inc.  - Private Investor - Canadian,"Beshoy Malaty, ASO","12 Mechanic Street, Paris, Ontario, N0l 1J9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,3623 King Street,Caledon,"$1,000,000.00 ",,Agricultural,28.120 acres,,2/8/2019,2479232 Ontario Inc.,"Jagtar Singh Sahota, President","426 Elgin Mills Road West, Richmond Hill, Ontario, L4C 4M2",King Hara Properties Inc.  - Private Investor - Canadian,"Samer Joubran, ASO","910 Central Parkway West, Mississauga, Ontario, L5C 2V5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Countryside Drive,Brampton,"$9,700,000.00 ",,Industrial,20.247 acres,,2/6/2019,Highcastle Homes (2208702 Ontario Inc.),"Domenic Tassone, President", Countryside Drive    -   2019-02-06,Mejor Mackenzie Investments Inc.  - Private Investor - Canadian,"Saqib Jamil Khan, ASO","270 Orenda Road, Unit 200, Brampton, Ontario, L6T 4X6",VTB,Vendor Financed,,,5.00%,"$4,850,000.00 ",Annually,Annually,242500,2/6/2020,2/6/2024,2/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,486 Mayfield Road,Caledon,"$1,040,375.00 ",,Other,1.002 acres,,2/6/2019,An individual(s) acting in his/her own capacity,,"Valerie Cain, ASO",The Regional Municipality of Peel  - Government,"Valerie Cain, ASO","10 Peel Centre Drive, Brampton, Ontario, L6T 4B9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Countryside Drive,Brampton,"$4,800,000.00 ",,Industrial,10.069 acres,,2/6/2019,Highcastle Homes (2208702 Ontario Inc.),"Domenic Tassone, President", Countryside Drive    -   2019-02-06,Countryside Investments Group Corp.  - Private Investor - Canadian,"Saqib Jamil Khan, ASO","270 Orenda Road, Unit 200, Brampton, Ontario, L6T 4X6",VTB,Vendor Financed,,,5.00%,"$2,400,000.00 ",Annually,Annually,"120,000",2/6/2020,2/6/2024,2/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,140 Derry Road East,Mississauga,"$2,200,000.00 ",,Commercial,1.353 acres,,2/5/2019,An individual(s) acting in his/her own capacity,,"Narinder Kaura, President",Cybex Properties Inc.  - Private Investor - Canadian,"Narinder Kaura, President","160 Derry Road East, Mississauga, Ontario, L5T 2Y5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,3621 Dufferin Street,Old Toronto,"$15,428,251.00 ",,Industrial,4.211 acres,,2/4/2019,H & R Developments (Dufferin (Billy Bishop Way) Portfolio Inc.),"Robyn Kestenberg, Executive Vice President of Corporate Development", 3621 Dufferin Street    -   2014-02-06,Dymon Storage (3621 Dufferin Storage GP Corporation)  - Private Investor - Canadian,"Glen Luckman, ASO","Unit 2, 1830 Walkley Road, Ottawa, Ontario, K1H 8K3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"Morningside Avenue
Neilson Road",Scarborough,"$17,570,850.00 ",,Industrial,15.310 acres,,2/4/2019,Neilson-Finch Residential Developments Inc.,"Paul Minz and Jeffery Ross, ASOs","3520 Pharmacy Avenue, Unit 1, Toronto, Ontario, M1W 2T8",Beedie Group (Beedie ON (Morningside Ave) Property Ltd.)  - Developer,"Ryan K. Beedie, ASO","3030 Gilmore Diversion, Burnaby, British Columbia, V5G 3B4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,6186 Mayfield Road,Caledon,"$8,550,000.00 ",,Industrial,12.430 acres,,1/31/2019,An individual(s) acting in his/her own capacity,,"Mandeep Singh Sahi, ASO",2652876 Ontario Ltd.  - Private Investor - Canadian,"Mandeep Singh Sahi, ASO","3654 Seven Lakes Drive, La Salle, Ontario, N9H 0E5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,500 Lake Road,Clarington,"$2,012,671.50 ",,Industrial,11.523 acres,,1/30/2019,1029629 Ontario Inc.,"David Michael Goodman, Vice-President","c/o Goodman, Solomon & Gold, Barristers and Solicitors, 439 University Avenue, Suite 1500, Toronto, Ontario, M5G 1Y8",9756752 Canada Inc.  - Private Investor - Canadian,"Alexey Dyadkov, ASO","72 Burndale Avenue, North York, Ontario, M2N 1S7",VTB,An individual(s) acting in his/her own capacity,,,7.00%,"$1,006,335.75 ",Monthly,Monthly,"$5,870.30 ",2/28/2019,1/30/2022,1/30/2019,,Subsequent,An individual(s) acting in his/her own capacity,,,15%,"$200,000.00 ",Monthly,Monthly,"$2,500.00 ",2/28/2019,7/30/2019,1/31/2019,,Subsequent 2,An individual(s) acting in his/her own capacity,,,Floating,"$650,000.00 ",Monthly,Monthly,"$10,833.33 ",2/1/2019,8/1/2019,1/30/2019,,,,,,,,,,,,,,
ICILand,235 Rupke Road,King,"$1,100,000.00 ",,Agricultural,11.050 acres,,1/30/2019,An individual(s) acting in his/her own capacity,,"Soorujnarine Bhoolai, ASO",Chip's Produce Limited  - User,"Soorujnarine Bhoolai, ASO","215 Rupke Road, Regional Road #4, Bradford, Ontario, L3Z 2A6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,42 Anderson Boulevard,Uxbridge,"$1,500,000.00 ",,Industrial,2.005 acres,,1/30/2019,1657779 Ontario Inc.,"Michele Lamanna, ASO","400 Calderstone Crescent, Toronto, Ontario, M1C 3A2",North Country Slate (North Country Properties Inc.)  - Private Investor - Canadian,"David Large, ASO","880 Milner Avenue, Unit B, Toronto, Ontario, M1B 5N7",Subsequent,Business Development Bank of Canada,,,Business Development Bank of Canada's Base Rate plus 10.0%,"$2,000,000.00 ",Monthly,Monthly,,,,1/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"Mississauga Road
Wanless Drive",Brampton,"$18,876,153.34 ",,Institutional,16.698 acres,,1/30/2019,Mattamy Homes (Mt. Pleasant (51-1) Inc.),"Kim Beckman, ASO","C/O Davies Howe LLP, The Tenth Floor, 425 Adelaide Street West, Toronto, Ontario, M5V 3C1",Dufferin-Peel Catholic District School Board  - Institution,"Mathew Thomas and Brian Hester, Superintendent of Planning & Operations and Superintendent of Financial Services","40 Matheson Boulevard West, Mississauga, Ontario, L5R 1C5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,"Highway No. 407
Ninth Line",Oakville,"$13,750,000.00 ",,Commercial,43.362 acres,,1/30/2019,Infrastructure Ontario (Her Majesty the Queen in Right of Ontario as Represented by the Minister of Government and Consumer Services),,"c/o Infrastructure Ontario, 777 Bay Street, Suite 900, Toronto, Ontario, M5G 2C8",Anatolia Capital Corp.  - Private Investor - Canadian,"Bekir Elmaagacli, ASO","8300 Huntington Road, Vaughan, Ontario, L4L 1A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Sideline No. 24,Pickering,"$2,029,000.00 ",,Long Term,21.802 acres,,1/29/2019,Infrastructure Ontario (Her Majesty the Queen in Right of Ontario as Represented by the Minister of Government and Consumer Services),, Sideline No. 24    -   2019-01-29,The Corporation of The City of Pickering  - Government,"Kevin Ashe, ASO","One The Esplanade, Pickering, Ontario, L1V 6K7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Sideline No. 24,Pickering,"$4,827,636.40 ",,Industrial,49.856 acres,,1/29/2019,The Corporation of The City of Pickering,"Kevin Ashe and Susan Cassel, ASOs", Sideline No. 24    -   2019-01-29,Kubota Canada Ltd.  - User,"Toru Hoshino, ASO","5900 Fourteenth Avenue, Markham, Ontario, L3S 4K4 Attention: Costa Nicolaidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1176 Burnhamthorpe Road West,Oakville,"$2,519,775.00 ",,Agricultural,acres,,1/25/2019,An individual(s) acting in his/her own capacity,,"Paula S. Smith, ASO",The Regional Municipality of Halton  - Government,"Paula S. Smith, ASO","1151 Bronte Road, Oakville, Ontario, L6M 3L1, Attn: Legal Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,229 Bethel Sideroad,Georgina,"$1,745,800.00 ",,Long Term,44.450 acres,,1/25/2019,An individual(s) acting in his/her own capacity,,"David Beswick, President",KMJ Beswick Holdings Inc.  - Private Investor - Canadian,"David Beswick, President","100 Kennedy Street West, Aurora, Ontario, L4G 2L7",Subsequent,Royal Bank of Canada,,,Royal Bank of Canada's Prime Interest Rate minus 0.5% per annum,"$1,240,000.00 ",Monthly,Monthly,"$6,174.54 ",2/25/2019,1/25/2024,1/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,12153 Woodbine Avenue,Whitchurch-Stouffville,"$5,850,000.00 ",,Industrial,8.112 acres,,1/24/2019,Rabcon Contractors (Rabito Holdings 12153 Woodbine Avenue Inc.),"Salvatore Rabito, Secretary", 12153 Woodbine Avenue    -   2015-08-25,MSR Holdings Limited  - Private Investor - Canadian,"Gaetano Rabito, ASO","200 Romina Drive, Concord, Ontario, L4K 4Z7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,Weston Road,North York,"$3,275,000.00 ",,Commercial,1.829 acres,,1/23/2019,Apotex Realty Inc.,"Alex Glasenberg, ASO", Weston Road    -   2010-04-15,Grascan Construction Ltd. (Grascan Investments Inc.)  - Private Investor - Canadian,"John Balazic, ASO","61 Steinway Boulevard, Toronto, Ontario, M9W 6H6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,3211 Dufferin Street,North York,"$3,300,000.00 ",,Retail,0.416 acres,,1/23/2019,Discount Car & Truck Rentals Ltd. (B.J.S. Properties Inc.),"Barry Singer, ASO","720 Arrow Road, Toronto, Ontario, M9M 2M1",AWIN Group of Dealerships (1999600 Ontario Limited)  - User,"Sylvester Chuang, ASO","220 Steeles Avenue West, Thornhill, Ontario, L4J 1A1",Subsequent,"BMW Group Financial Services Canada, A Division of BMW Canada Inc.",,,Floating,"$3,015,000.00 ",,Monthly,,,,1/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,12806 Steeles Avenue East,Halton Hills,"$1,025,000.00 ",,,0.815 acres,,1/23/2019,An individual(s) acting in his/her own capacity,,"Paula S. Smith, ASO",The Regional Municipality of Halton  - Government,"Paula S. Smith, ASO","1151 Bronte Road, Oakville, Ontario, L6M 3L1, Attn: Legal Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICILand,1920 Silicone Drive,Pickering,"$1,700,000.00 ",,Industrial,2.006 acres,,1/18/2019,QPC Pack (1850889 Ontario Inc.),"Ahmad Zazo, President", 1920 Silicone Drive    -   2017-06-01,Virtus Financial Group (1920 Silicone Drive Inc.)  - Private Investor - Canadian,"Aurelio Baglione, ASO","100 Arbors Lane, Unit D, Vaughan, Ontario, L4L 7G4",Subsequent,Haulover Investments Ltd. (as to an undivided 36% interest),J-G Cordone Investments Limited (as to an undivided 18% interest),Kyburg Holdings Inc. (as to an undivided 18% interest),7.00%,"$1,100,000.00 ",Monthly,Monthly,"$6,416.67 ",2/18/2019,1/18/2020,1/18/2019,Additional Lender: Upcor Investments (as to an undivided 27% interest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
